Date,Open,High,Low,Close*,Adj Close**,Volume
"Nov 23, 2023",76.79,76.81,75.30,76.35,76.35,"389,325"
"Nov 22, 2023",77.77,77.97,73.79,77.10,77.10,"389,325"
"Nov 21, 2023",77.65,77.92,76.92,77.77,77.77,"238,629"
"Nov 20, 2023",75.65,78.22,75.65,77.60,77.60,"270,638"
"Nov 17, 2023",72.97,75.99,72.75,75.89,75.89,"101,484"
"Nov 16, 2023",76.60,76.63,72.16,72.90,72.90,"125,165"
"Nov 15, 2023",78.17,78.77,76.31,76.66,76.66,"282,301"
"Nov 14, 2023",78.53,79.77,77.79,78.26,78.26,"263,002"
"Nov 13, 2023",77.15,78.64,76.21,78.26,78.26,"262,903"
"Nov 10, 2023",75.59,77.73,75.31,77.17,77.17,"266,998"
"Nov 09, 2023",75.65,77.16,75.21,75.74,75.74,"303,430"
"Nov 08, 2023",77.12,77.53,74.91,75.33,75.33,"429,647"
"Nov 07, 2023",80.93,81.05,77.09,77.37,77.37,"396,289"
"Nov 06, 2023",81.13,82.24,80.66,80.82,80.82,"271,131"
"Nov 03, 2023",82.58,83.60,80.10,80.51,80.51,"457,281"
"Nov 02, 2023",80.82,82.83,80.22,82.46,82.46,"307,122"
"Nov 01, 2023",81.48,83.42,80.30,80.44,80.44,"321,592"
"Oct 31, 2023",82.59,83.37,80.74,81.02,81.02,"346,007"
"Oct 30, 2023",85.00,85.30,81.82,82.31,82.31,"356,928"
"Oct 27, 2023",83.53,85.90,83.10,85.54,85.54,"333,760"
"Oct 26, 2023",85.37,85.59,82.56,83.21,83.21,"341,792"
"Oct 25, 2023",83.69,85.56,82.08,85.39,85.39,"429,459"
"Oct 24, 2023",86.15,86.30,82.94,83.74,83.74,"370,591"
"Oct 23, 2023",88.00,88.29,85.35,85.49,85.49,"315,517"
"Oct 20, 2023",90.28,90.78,88.33,88.75,88.75,"311,917"
"Oct 19, 2023",88.24,90.68,86.60,89.37,89.37,"72,058"
"Oct 18, 2023",87.81,89.88,87.20,88.32,88.32,"92,797"
"Oct 17, 2023",87.06,87.75,85.60,86.66,86.66,"197,124"
"Oct 16, 2023",87.72,88.33,86.32,86.66,86.66,"235,780"
"Oct 13, 2023",83.51,87.83,83.35,87.69,87.69,"356,863"
"Oct 12, 2023",83.20,85.20,82.31,82.91,82.91,"373,492"
"Oct 11, 2023",85.96,86.51,83.11,83.49,83.49,"425,395"
"Oct 10, 2023",86.43,86.74,85.12,85.97,85.97,"337,654"
"Oct 09, 2023",85.25,87.24,84.67,86.38,86.38,"435,037"
"Oct 06, 2023",82.28,83.28,81.50,82.79,82.79,"461,139"
"Oct 05, 2023",84.45,84.92,82.15,82.31,82.31,"465,997"
"Oct 04, 2023",89.42,89.59,84.16,84.22,84.22,"459,995"
"Oct 03, 2023",88.67,90.27,87.76,89.23,89.23,"350,659"
"Oct 02, 2023",90.82,91.88,88.46,88.82,88.82,"334,493"
"Sep 29, 2023",91.76,93.10,90.35,90.79,90.79,"355,782"
"Sep 28, 2023",93.78,95.03,91.39,91.71,91.71,"406,709"
"Sep 27, 2023",90.53,94.17,90.40,93.68,93.68,"504,630"
"Sep 26, 2023",89.88,90.74,88.19,90.39,90.39,"318,016"
"Sep 25, 2023",90.55,90.83,89.03,89.68,89.68,"328,369"
"Sep 22, 2023",89.62,91.33,89.31,90.03,90.03,"402,087"
"Sep 21, 2023",89.30,90.98,88.37,89.63,89.63,"351,032"
"Sep 20, 2023",91.55,91.98,89.87,90.28,90.28,"457,854"
"Sep 19, 2023",92.22,93.74,91.07,91.20,91.20,"94,597"
"Sep 18, 2023",91.20,92.43,90.75,91.48,91.48,"119,258"
"Sep 15, 2023",90.67,91.23,89.22,90.77,90.77,"315,003"
"Sep 14, 2023",88.81,90.79,88.68,90.16,90.16,"325,270"
"Sep 13, 2023",88.75,89.64,88.29,88.52,88.52,"345,972"
"Sep 12, 2023",87.27,89.37,87.22,88.84,88.84,"341,137"
"Sep 11, 2023",87.40,88.15,86.71,87.29,87.29,"292,388"
"Sep 08, 2023",86.78,87.95,86.15,87.51,87.51,"294,437"
"Sep 07, 2023",87.54,87.74,86.39,86.87,86.87,"270,736"
"Sep 06, 2023",86.72,88.08,85.93,87.54,87.54,"307,115"
"Sep 05, 2023",86.06,88.07,85.02,86.69,86.69,"452,908"
"Sep 01, 2023",83.63,86.06,83.46,85.55,85.55,"420,461"
"Aug 31, 2023",81.70,83.69,81.48,83.63,83.63,"368,848"
"Aug 30, 2023",81.29,82.05,80.88,81.63,81.63,"299,418"
"Aug 29, 2023",79.98,81.41,79.34,81.16,81.16,"284,168"
"Aug 28, 2023",80.15,80.87,79.61,80.10,80.10,"246,584"
"Aug 25, 2023",78.88,80.45,78.14,79.83,79.83,"411,409"
"Aug 24, 2023",78.57,79.28,77.59,79.05,79.05,"349,230"
"Aug 23, 2023",79.64,79.91,77.62,78.89,78.89,"378,146"
"Aug 22, 2023",80.80,80.99,80.10,80.35,80.35,"287,489"
"Aug 21, 2023",81.43,82.47,80.61,80.72,80.72,"115,874"
"Aug 18, 2023",80.04,81.61,79.59,81.25,81.25,"128,090"
"Aug 17, 2023",79.25,81.08,78.95,80.39,80.39,"235,581"
"Aug 16, 2023",81.23,81.43,79.05,79.38,79.38,"325,403"
"Aug 15, 2023",82.52,82.91,80.40,80.99,80.99,"303,207"
"Aug 14, 2023",83.09,83.20,81.76,82.51,82.51,"277,352"
"Aug 11, 2023",82.83,83.81,82.23,83.19,83.19,"331,254"
"Aug 10, 2023",84.25,84.89,82.58,82.82,82.82,"362,188"
"Aug 09, 2023",82.88,84.65,82.67,84.40,84.40,"478,140"
"Aug 08, 2023",82.53,83.08,79.90,82.92,82.92,"424,545"
"Aug 07, 2023",82.82,83.30,81.52,81.94,81.94,"293,036"
"Aug 04, 2023",81.73,83.24,81.51,82.82,82.82,"320,873"
"Aug 03, 2023",79.77,81.86,78.69,81.55,81.55,"402,641"
"Aug 02, 2023",82.05,82.43,79.05,79.49,79.49,"414,825"
"Aug 01, 2023",81.73,82.22,80.59,81.37,81.37,"307,859"
"Jul 31, 2023",80.65,82.00,80.13,81.80,81.80,"297,270"
"Jul 28, 2023",79.84,80.71,79.07,80.58,80.58,"299,547"
"Jul 27, 2023",78.90,80.60,78.87,80.09,80.09,"374,358"
"Jul 26, 2023",79.34,79.77,78.55,78.78,78.78,"322,031"
"Jul 25, 2023",78.85,79.90,78.29,79.63,79.63,"349,600"
"Jul 24, 2023",77.01,79.28,76.44,78.74,78.74,"368,285"
"Jul 21, 2023",75.70,77.29,75.69,77.07,77.07,"308,106"
"Jul 20, 2023",75.35,76.15,74.72,75.63,75.63,"340,962"
"Jul 19, 2023",75.84,76.97,75.07,75.35,75.35,"92,920"
"Jul 18, 2023",74.18,75.96,73.88,75.75,75.75,"125,092"
"Jul 17, 2023",75.02,76.09,73.84,74.15,74.15,"244,785"
"Jul 14, 2023",77.16,77.30,75.11,75.42,75.42,"299,576"
"Jul 13, 2023",75.85,77.33,75.32,76.89,76.89,"379,728"
"Jul 12, 2023",74.83,76.15,74.67,75.75,75.75,"352,887"
"Jul 11, 2023",73.19,74.96,72.98,74.83,74.83,"326,883"
"Jul 10, 2023",73.86,74.15,72.67,72.99,72.99,"301,014"
"Jul 07, 2023",71.89,73.92,71.19,73.86,73.86,"362,632"
"Jul 06, 2023",71.80,72.34,70.22,71.80,71.80,"395,381"
"Jul 05, 2023",70.15,72.17,69.90,71.79,71.79,"456,809"
"Jul 03, 2023",70.45,71.77,69.69,69.79,69.79,"303,479"
"Jun 30, 2023",69.82,71.04,69.53,70.64,70.64,"299,873"
"Jun 29, 2023",69.25,70.60,68.93,69.86,69.86,"292,865"
"Jun 28, 2023",68.01,69.73,67.05,69.56,69.56,"368,295"
"Jun 27, 2023",69.49,70.15,67.50,67.70,67.70,"384,752"
"Jun 26, 2023",69.84,70.11,68.71,69.37,69.37,"280,116"
"Jun 23, 2023",69.53,69.65,67.35,69.16,69.16,"322,475"
"Jun 22, 2023",72.43,72.65,68.93,69.51,69.51,"421,348"
"Jun 21, 2023",70.90,72.72,70.80,72.53,72.53,"264,656"
"Jun 20, 2023",71.45,72.09,69.65,70.50,70.50,"430,492"
"Jun 16, 2023",70.55,71.89,69.95,71.78,71.78,"99,185"
"Jun 15, 2023",68.70,70.96,67.97,70.62,70.62,"115,613"
"Jun 14, 2023",69.35,70.49,68.07,68.27,68.27,"304,449"
"Jun 13, 2023",67.31,69.83,67.15,69.42,69.42,"366,354"
"Jun 12, 2023",70.27,70.33,66.80,67.12,67.12,"404,769"
"Jun 09, 2023",70.94,71.77,70.10,70.17,70.17,"300,724"
"Jun 08, 2023",72.47,73.28,69.03,71.29,71.29,"485,396"
"Jun 07, 2023",71.56,73.19,71.01,72.53,72.53,"299,127"
"Jun 06, 2023",71.99,72.33,70.13,71.74,71.74,"314,962"
"Jun 05, 2023",75.03,75.06,71.73,72.15,72.15,"383,943"
"Jun 02, 2023",70.21,72.17,70.00,71.74,71.74,"322,596"
"Jun 01, 2023",67.60,71.07,67.51,70.10,70.10,"395,393"
"May 31, 2023",69.62,69.69,67.03,68.09,68.09,"444,787"
"May 30, 2023",73.23,73.55,69.02,69.46,69.46,"440,862"
"May 26, 2023",71.89,73.05,71.49,72.67,72.67,"261,498"
"May 25, 2023",74.21,74.37,70.98,71.83,71.83,"422,637"
"May 24, 2023",73.77,74.73,73.13,74.34,74.34,"386,611"
"May 23, 2023",72.10,73.79,71.71,72.91,72.91,"317,586"
"May 22, 2023",71.70,72.36,70.55,71.99,71.99,"263,977"
"May 19, 2023",71.94,73.40,71.03,71.55,71.55,"69,949"
"May 18, 2023",72.75,72.87,71.42,71.86,71.86,"80,864"
"May 17, 2023",70.60,73.26,70.04,72.83,72.83,"273,708"
"May 16, 2023",71.32,71.79,70.45,70.86,70.86,"232,328"
"May 15, 2023",70.04,71.69,69.41,71.11,71.11,"259,013"
"May 12, 2023",71.42,71.78,69.93,70.04,70.04,"275,435"
"May 11, 2023",72.77,73.50,70.63,70.87,70.87,"365,892"
"May 10, 2023",73.58,73.89,71.80,72.56,72.56,"351,506"
"May 09, 2023",72.84,73.78,71.34,73.71,73.71,"317,493"
"May 08, 2023",71.35,73.69,71.04,73.16,73.16,"290,076"
"May 05, 2023",68.70,71.81,68.48,71.34,71.34,"330,585"
"May 04, 2023",68.16,69.84,63.64,68.56,68.56,"412,495"
"May 03, 2023",71.56,71.79,67.95,68.60,68.60,"490,523"
"May 02, 2023",75.76,76.11,71.42,71.66,71.66,"417,820"
"May 01, 2023",76.66,76.69,74.53,75.66,75.66,"215,017"
"Apr 28, 2023",74.91,76.92,73.93,76.78,76.78,"328,399"
"Apr 27, 2023",74.38,75.28,74.03,74.76,74.76,"345,880"
"Apr 26, 2023",77.08,77.93,74.05,74.30,74.30,"497,778"
"Apr 25, 2023",78.74,79.07,76.50,77.07,77.07,"361,646"
"Apr 24, 2023",77.97,79.18,76.72,78.76,78.76,"306,720"
"Apr 21, 2023",77.13,78.39,76.72,77.87,77.87,"291,114"
"Apr 20, 2023",78.87,78.89,76.97,77.29,77.29,"361,413"
"Apr 19, 2023",80.92,81.18,78.46,79.16,79.16,"78,310"
"Apr 18, 2023",81.00,81.48,79.87,80.86,80.86,"96,290"
"Apr 17, 2023",82.48,82.71,80.47,80.83,80.83,"217,048"
"Apr 14, 2023",82.40,83.12,81.76,82.52,82.52,"275,129"
"Apr 13, 2023",83.22,83.44,82.11,82.16,82.16,"261,230"
"Apr 12, 2023",81.44,83.53,81.28,83.26,83.26,"356,133"
"Apr 11, 2023",79.88,81.59,79.37,81.53,81.53,"309,683"
"Apr 10, 2023",80.50,81.22,79.61,79.74,79.74,"264,906"
"Apr 06, 2023",80.37,80.96,79.65,80.70,80.70,-
"Apr 05, 2023",81.01,81.24,79.72,80.61,80.61,"254,974"
"Apr 04, 2023",80.44,81.81,79.61,80.71,80.71,"343,570"
"Apr 03, 2023",80.10,81.69,79.00,80.42,80.42,"547,126"
"Mar 31, 2023",74.37,75.72,73.77,75.67,75.67,"304,361"
"Mar 30, 2023",72.98,74.63,72.61,74.37,74.37,"269,743"
"Mar 29, 2023",73.61,74.37,72.76,72.97,72.97,"312,669"
"Mar 28, 2023",72.86,73.93,72.19,73.20,73.20,"328,472"
"Mar 27, 2023",69.42,73.10,69.13,72.81,72.81,"353,598"
"Mar 24, 2023",69.51,70.38,66.82,69.26,69.26,"380,852"
"Mar 23, 2023",69.95,71.67,69.14,69.96,69.96,"335,241"
"Mar 22, 2023",69.48,71.31,68.89,70.90,70.90,"337,639"
"Mar 21, 2023",67.62,69.60,66.77,69.33,69.33,"409,495"
"Mar 20, 2023",66.62,67.70,64.12,67.64,67.64,"76,873"
"Mar 17, 2023",68.26,69.64,65.17,66.74,66.74,"152,255"
"Mar 16, 2023",68.22,69.38,65.71,68.35,68.35,"327,120"
"Mar 15, 2023",71.56,72.56,65.65,67.61,67.61,"555,164"
"Mar 14, 2023",74.70,74.90,70.78,71.33,71.33,"432,858"
"Mar 13, 2023",76.60,77.47,72.30,74.80,74.80,"457,423"
"Mar 10, 2023",75.65,77.11,74.77,76.68,76.68,"371,834"
